dual phase steel,18,True
dislocation slip,18,True
compressive property,18,True
carbon fiber,18,True
basal texture,18,True
average grain size,18,True
amorphous alloy,18,True
Y2O3,18,True
CO,18,True
AlSi10Mg,18,True
x ray diffractometry,17,True
uniaxial tensile test,17,True
twin boundary,17,True
thermal expansion coefficient,17,True
surface morphology,17,True
stress corrosion cracking,17,True
stress concentration,17,True
photocatalytic activity,17,True
peak stress,17,True
metal matrix,17,True
mechanical twinning,17,True
low angle boundary,17,True
light microscopy,17,True
impedance spectroscopy,17,True
hot working,17,True
equiaxed microstructure,17,True
electronic property,17,True
elastic property,17,True
ductile fracture,17,True
deformation band,17,True
crystalline phase,17,True
creep test,17,True
compressive stress,17,True
carbon content,17,True
bulk metallic glass,17,True
brittle fracture,17,True
OH,17,True
NiAl,17,True
CeO2,17,True
uniform elongation,16,True
shot peening,16,True
rolling direction,16,True
recrystallized grain,16,True
rare earth element,16,True
pore structure,16,True
plasma spraying,16,True
phase precipitation,16,True
nucleation site,16,True
microstructural property,16,True
melting temperature,16,True
melting point,16,True
magnetic field,16,True
layer thickness,16,True
grain structure,16,True
grain boundary diffusion,16,True
fracture characteristic,16,True
finite element modeling,16,True
fatigue crack,16,True
electrochemical property,16,True
elastic constant,16,True
dislocation interaction,16,True
crystalline structure,16,True
creep property,16,True
crack formation,16,True
columnar grain,16,True
alloy composition,16,True
FeAl,16,True
welding speed,15,True
tribological property,15,True
thermal cycling,15,True
surface tension,15,True
structural application,15,True
solid oxide fuel cell,15,True
slip system,15,True
sintering temperature,15,True
shear modulus,15,True
room temperature,15,True
rheological property,15,True
phase stability,15,True
phase diagram,15,True
molecular weight,15,True
mechanical behaviour,15,True
lamellar structure,15,True
internal stress,15,True
hydrogen embrittlement,15,True
hall petch relation,15,True
graphene nanoplatelet,15,True
functionally graded material,15,True
fatigue test,15,True
fatigue crack initiation,15,True
duplex stainless steel,15,True
digital image correlation,15,True
deformation microstructure,15,True
crack growth rate,15,True
contact angle,15,True
carbon nanotube reinforcement,15,True
austenitic steel,15,True
as cast alloy,15,True
apparent activation energy,15,True
aerospace application,15,True
ZrB2,15,True
SP,15,True
NbC,15,True
x ray scattering,14,True
vicker microhardness,14,True
ultraviolet visible spectroscopy,14,True
true strain,14,True
thermal stress,14,True
thermal decomposition,14,True
thermal behavior,14,True
tensile strain,14,True
tensile specimen,14,True
tensile loading,14,True
structural change,14,True
stress strain behavior,14,True
stress relaxation,14,True
strain hardening behavior,14,True
strain distribution,14,True
solid state reaction,14,True
simulated body fluid,14,True
schmid factor,14,True
pure copper,14,True
precipitation kinetic,14,True
polycrystalline material,14,True
piezoelectric property,14,True
molten aluminium,14,True
microalloyed steel,14,True
mechanical test,14,True
material science,14,True
low temperature,14,True
grain size distribution,14,True
fusion zone,14,True
fuel cell,14,True
fatigue failure,14,True
eutectic alloy,14,True
energy dispersive spectroscopy,14,True
electrochemical impedance spectroscopy,14,True
crystal orientation,14,True
crack deflection,14,True
coarse grain,14,True
atom probe tomography,14,True
age hardening,14,True
SC,14,True
SBF,14,True
IN718,14,True
IF,14,True
BaTiO3,14,True
B4C,14,True
work hardening behavior,13,True
wide angle x ray scattering,13,True
weld metal,13,True
uniaxial compression,13,True
ultimate strength,13,True
transformation temperature,13,True
strengthening effect,13,True
stored energy,13,True
split hopkinson pressure bar,13,True
shear strain,13,True
secondary phase,13,True
recrystallization kinetic,13,True
pure magnesium,13,True
powder x ray diffraction,13,True
pore size distribution,13,True
polymer matrix,13,True
polymer composite,13,True
point defect,13,True
physicochemical property,13,True
oxidation behavior,13,True
microstructure refinement,13,True
microstructural refinement,13,True
metastable phase,13,True
lithium ion battery,13,True
lattice constant,13,True
in situ synthesis,13,True
hydrostatic pressure,13,True
hardness measurement,13,True
grain boundary strengthening,13,True
dislocation substructure,13,True
dislocation pile up,13,True
cell size,13,True
carbide precipitation,13,True
bending test,13,True
adiabatic shear band,13,True
Mg3Al1Zn,13,True
KOH,13,True
FIB,13,True
CaO,13,True
316l stainless steel,13,True
x ray tomography,12,True
wear property,12,True
wear behavior,12,True
uniaxial tension,12,True
uniaxial compression test,12,True
ultrafine grain,12,True
trip steel,12,True
transformation induced plasticity,12,True
thin film,12,True
tetragonal phase,12,True
tensile elongation,12,True
structural characterization,12,True
stress exponent,12,True
strain hardening exponent,12,True
static recrystallization,12,True
small angle x ray scattering,12,True
silicon nitride,12,True
silicon carbide particle,12,True
shear stress,12,True
shear localization,12,True
second phase particle,12,True
proof stress,12,True
phase analysis,12,True
nitrogen content,12,True
microstructure change,12,True
metallic glass,12,True
mechanical stability,12,True
mechanical anisotropy,12,True
lead free solder,12,True
high temperature application,12,True
high strength aluminium alloy,12,True
high pressure,12,True
grain size effect,12,True
grain orientation,12,True
geometrically necessary dislocation,12,True
functional property,12,True
fracture strength,12,True
fracture resistance,12,True
field emission scanning electron microscopy,12,True
fibre texture,12,True
fcc phase,12,True
fatigue resistance,12,True
fatigue limit,12,True
fatigue crack growth rate,12,True
failure mode,12,True
epoxy polymer,12,True
electronic structure,12,True
dislocation network,12,True
deformation process,12,True
damage accumulation,12,True
cyclic deformation,12,True
crystal growth,12,True
critical stress,12,True
critical strain,12,True
crack tip,12,True
chemical vapor deposition,12,True
carbon black,12,True
bcc phase,12,True
PU,12,True
MgZn,12,True
MgY,12,True
MgAl,12,True
HCP,12,True
FeC,12,True
Fe3O4,12,True
Fe2O3,12,True
AlZnMgCu,12,True
Al3Sc,12,True
yttria stabilized zirconia,11,True
ultrafine grained material,11,True
trip effect,11,True
total elongation,11,True
tissue engineering,11,True
ti6al4v alloy,11,True
thermal gradient,11,True
tensile modulus,11,True
temperature range,11,True
surface treatment,11,True
superplastic deformation,11,True
stress state,11,True
strain induced martensite,11,True
solution heat treatment,11,True
sic particle,11,True
rolling texture,11,True
portland cement,11,True
porous structure,11,True
polymethyl methacrylate,11,True
polylactic acid,11,True
plastic flow,11,True
phase field,11,True
numerical model,11,True
nitrogen atmosphere,11,True
microstructure formation,11,True
microstructure characterization,11,True
microstructural investigation,11,True
matrix alloy,11,True
martensite lath,11,True
loading rate,11,True
laser shock peening,11,True
isothermal hot compression test,11,True
in situ composite,11,True
hot compression,11,True
high energy ball milling,11,True
grain size reduction,11,True
grain morphology,11,True
fine precipitate,11,True
elongation at break,11,True
dislocation climb,11,True
dislocation cell,11,True
diffusion coefficient,11,True
diffusion bonding,11,True
deformation condition,11,True
creep deformation,11,True
corrosion property,11,True
copper matrix,11,True
computer simulation,11,True
coherent precipitate,11,True
ceramic matrix composite,11,True
cellular structure,11,True
carbon fibre,11,True
bulk modulus,11,True
bending strength,11,True
automotive application,11,True
austenite phase,11,True
as cast condition,11,True
artificial aging,11,True
argon atmosphere,11,True
aqueous solution,11,True
amorphous phase,11,True
aging treatment,11,True
SOFC,11,True
Ni3Al,11,True
H2O,11,True
Fe2Al5,11,True
CPTi,11,True
BN,11,True
AlSiC,11,True
x ray spectroscopy,10,True
x ray diffractometer,10,True
welding parameter,10,True
wear test,10,True
viscoelastic property,10,True
thermodynamic calculation,10,True
thermal history,10,True
thermal annealing,10,True
texture development,10,True
tensile sample,10,True
subgrain boundary,10,True
stress field,10,True
strength increase,10,True
strain amplitude,10,True
solute atom,10,True
simple shear,10,True
sigma phase,10,True
self propagating high temperature synthesis,10,True
seebeck coefficient,10,True
rolling temperature,10,True
residual stress field,10,True
residual stress distribution,10,True
recrystallization temperature,10,True
quenching and partitioning,10,True
processing parameter,10,True
process parameter,10,True
precipitation behavior,10,True
plasma sprayed coating,10,True
pinning effect,10,True
particulate reinforcement,10,True
nanocrystalline metal,10,True
microstructural effect,10,True
mechanical property improvement,10,True
mechanical milling,10,True
mechanical characteristic,10,True
matrix material,10,True
martensite phase,10,True
low angle grain boundary,10,True
liquidus temperature,10,True
laser sintering,10,True
kinetic model,10,True
ionic conductivity,10,True
interfacial microstructure,10,True
interfacial debonding,10,True
industrial application,10,True
hysteresis loop,10,True
high temperature deformation,10,True
grain boundary precipitate,10,True
gas tungsten arc welding,10,True
energy dispersive x ray analysis,10,True
electron backscattering diffraction,10,True
dislocation movement,10,True
differential scanning calorimeter,10,True
dendritic structure,10,True
dendrite arm spacing,10,True
deformation texture,10,True
crystallization temperature,10,True
crystalline material,10,True
crack nucleation,10,True
corrosion rate,10,True
continuous dynamic recrystallization,10,True
constitutive model,10,True
computed tomography,10,True
compressive yield strength,10,True
compression strength,10,True
ceramic material,10,True
carbide formation,10,True
c axis,10,True
bulk material,10,True
bulk density,10,True
binary alloy,10,True
bimodal microstructure,10,True
basal plane,10,True
aluminium powder,10,True
aluminium composite,10,True
alloying addition,10,True
aging time,10,True
aging temperature,10,True
age hardening response,10,True
TiAl3,10,True
SHPB,10,True
PF,10,True
Mo5Si3,10,True
KIC,10,True
HVOF,10,True
Cr2O3,10,True
CSH,10,True
AlSiMg,10,True
3d printing,10,True
x ray powder diffraction,9,True
water absorption,9,True
void nucleation,9,True
void growth,9,True
void formation,9,True
ultrafine grained alloy,9,True
tool steel,9,True
titanium matrix composite,9,True
thermoelectric property,9,True
thermally grown oxide,9,True
thermal diffusivity,9,True
thermal cycle,9,True
tension test,9,True
synchrotron x ray diffraction,9,True
surface layer,9,True
superplastic behavior,9,True
stress strain response,9,True
stress distribution,9,True
squeeze casting,9,True
solidification rate,9,True
solar cell,9,True
sol gel,9,True
silver nanoparticle,9,True
silicon content,9,True
shear rate,9,True
shear band formation,9,True
shape memory property,9,True
self diffusion,9,True
rapid solidification,9,True
pure titanium,9,True
prior austenite grain size,9,True
pressureless sintering,9,True
precipitate growth,9,True
phase transformation temperature,9,True
phase evolution,9,True
particle morphology,9,True
particle dispersion,9,True
orowan strengthening,9,True
numerical analysis,9,True
nuclear magnetic resonance,9,True
nickel titanium shape memory alloy,9,True
monoclinic phase,9,True
moisture content,9,True
microstructure characteristic,9,True
microstructural study,9,True
microstructural stability,9,True
mechanical characterization,9,True
mean stress,9,True
matrix strength,9,True
martensitic transformation temperature,9,True
martensitic stainless steel,9,True
magnetron sputtering,9,True
local structure,9,True
liquid phase,9,True
liquid phase sintering,9,True
liquid aluminium,9,True
lattice strain,9,True
laser welding,9,True
laser cladding,9,True
johnson cook model,9,True
intermetallic formation,9,True
intermetallic compound layer,9,True
interfacial property,9,True
impact energy,9,True
high temperature strength,9,True
high temperature creep,9,True
high strength alloy,9,True
heterogeneous nucleation,9,True
heat treated alloy,9,True
hall petch effect,9,True
fracture property,9,True
focused ion beam,9,True
extruded magnesium alloy,9,True
elemental analysis,9,True
electrophoretic deposition,9,True
electron beam welding,9,True
electron back scatter diffraction,9,True
electrochemical behavior,9,True
electrical resistance,9,True
dynamic material model,9,True
dissolution rate,9,True
curie temperature,9,True
crystal plasticity,9,True
copper alloy,9,True
compressive loading,9,True
commercially pure titanium,9,True
commercial purity aluminium,9,True
chemical property,9,True
charpy impact test,9,True
cement paste,9,True
catalytic activity,9,True
boron addition,9,True
bond strength,9,True
basal slip,9,True
arc melting,9,True
aluminium sheet,9,True
alloy microstructure,9,True
acicular ferrite,9,True
SnAgCu,9,True
NiO,9,True
Na2SO4,9,True
Na2O,9,True
NH3,9,True
HCl,9,True
CuO,9,True
Cu2O,9,True
CoCrFeMnNi,9,True
CaOH2,9,True
CNF,9,True
AlZnMg,9,True
x ray diffraction pattern,8,True
x ray computed tomography,8,True
welded joint,8,True
weld nugget,8,True
weibull statistic,8,True
wear debris,8,True
water quenching,8,True
vacuum sintering,8,True
twip steel,8,True
twin formation,8,True
tic particle,8,True
thermomechanical treatment,8,True
thermo mechanical processing,8,True
thermal effect,8,True
tensile yield,8,True
surface finish,8,True
surface energy,8,True
stretch formability,8,True
stress strain relationship,8,True
stress amplitude,8,True
size effect,8,True
silicon particle,8,True
silica nanoparticle,8,True
shear deformation,8,True
rotational speed,8,True
relative humidity,8,True
recrystallization behavior,8,True
reactive diffusion,8,True
raman spectra,8,True
pulsed laser deposition,8,True
protective coating,8,True
precipitation process,8,True
powder mixture,8,True
post weld heat treatment,8,True
pore formation,8,True
polygonal ferrite,8,True
polyethylene glycol,8,True
plastic deformation behavior,8,True
pitting corrosion,8,True
physical model,8,True
phase morphology,8,True
particle stimulated nucleation,8,True
oxygen partial pressure,8,True
oxide layer,8,True
orientation imaging microscopy,8,True
organic solvent,8,True
open circuit voltage,8,True
nucleation rate,8,True
nucleation and growth,8,True
nickel titanium alloy,8,True
nanostructured material,8,True
nanocrystalline nickel,8,True
morphological property,8,True
microstructural examination,8,True
microstructural coarsening,8,True
melt spinning,8,True
material flow,8,True
martensite structure,8,True
low density,8,True
low alloy steel,8,True
liquid metal,8,True
laser engineered net shaping,8,True
lamellar microstructure,8,True
isothermal compression test,8,True
isothermal annealing,8,True
intermetallic particle,8,True
intergranular corrosion,8,True
interfacial layer,8,True
interfacial adhesion,8,True
implant material,8,True
impact strength,8,True
high temperature synthesis,8,True
high strain rate superplasticity,8,True
high resolution electron microscopy,8,True
high purity aluminium,8,True
heat treatment condition,8,True
hardness test,8,True
grain coarsening,8,True
glass transition,8,True
fly ash,8,True
flow stress behavior,8,True
flow instability,8,True
flexural property,8,True
fibre reinforcement,8,True
fibre diameter,8,True
fiber reinforcement,8,True
fatigue damage,8,True
external pressure,8,True
eutectic phase,8,True
epoxy nanocomposite,8,True
epoxy composite,8,True
energy consumption,8,True
electron probe microanalysis,8,True
electron energy loss spectroscopy,8,True
electric field,8,True
dynamic strain aging,8,True
ductility enhancement,8,True
dislocation loop,8,True
dislocation arrangement,8,True
discontinuous dynamic recrystallization,8,True
diglycidyl ether of bisphenol a,8,True
dielectric response,8,True
deposition rate,8,True
densification behavior,8,True
damage mechanism,8,True
damage evolution,8,True
crystallization kinetic,8,True
cryogenic treatment,8,True
cross slip,8,True
critical resolved shear stress,8,True
creep mechanism,8,True
crack growth resistance,8,True
compression testing,8,True
closed cell aluminium foam,8,True
chemical stability,8,True
chemical analysis,8,True
cast aluminium alloy,8,True
carbon nanofiber,8,True
calcium addition,8,True
burgers vector,8,True
brittle material,8,True
band gap,8,True
backscatter diffraction,8,True
austenite grain,8,True
austenite formation,8,True
analytical model,8,True
amorphous structure,8,True
aluminium silicon alloy,8,True
aluminium addition,8,True
additive manufacturing technique,8,True
acoustic emission,8,True
TiNiCu,8,True
PH,8,True
NiMnGa,8,True
MgZn2,8,True
Mg2Sn,8,True
ICP,8,True
HIC,8,True
GaN,8,True
FS,8,True
CuZn,8,True
Cu6Sn5,8,True
CP,8,True
B2O3,8,True
AlSiCu,8,True
AlCuMg,8,True
Al4C3,8,True
Al3Mg2,8,True
zirconium addition,7,True
x ray diffraction technique,7,True
wrought alloy,7,True
wide angle x ray diffraction,7,True
welding process,7,True
weight loss,7,True
water content,7,True
ultrafine grained microstructure,7,True
tribological behavior,7,True
transient liquid phase bonding,7,True
transgranular fracture,7,True
tio2 nanoparticle,7,True
threshold stress,7,True
thermo mechanically affected zone,7,True
thermal degradation,7,True
tensile residual stress,7,True
temperature dependence,7,True
syntactic foam,7,True
surface integrity,7,True
superplastic ductility,7,True
supercooled liquid region,7,True
structural feature,7,True
structural evolution,7,True
stress strain,7,True
statistical analysis,7,True
spinodal decomposition,7,True
specific strength,7,True
spatial distribution,7,True
solvus temperature,7,True
solidification process,7,True
solid electrolyte,7,True
small angle neutron scattering,7,True
slow strain rate test,7,True
shape memory,7,True
sessile drop method,7,True
selective laser melting slm,7,True
saturation magnetization,7,True
rietveld refinement,7,True
rhombohedral phase,7,True
reverse transformation,7,True
reduced graphene oxide,7,True
recrystallization mechanism,7,True
reaction mechanism,7,True
rapid prototyping,7,True
prior austenite grain,7,True
precipitation strengthening,7,True
powder metallurgy route,7,True
porous material,7,True
pore distribution,7,True
polyvinyl alcohol,7,True
polyethylene terephthalate,7,True
plasma sprayed thermal barrier coating,7,True
planetary ball mill,7,True
physical vapor deposition,7,True
phase transformation behavior,7,True
phase equilibrium,7,True
phase boundary,7,True
percolation threshold,7,True
pearlitic steel,7,True
peak hardness,7,True
peak efficiency,7,True
particulate composite,7,True
particle formation,7,True
partial dislocation,7,True
oxide scale,7,True
oxide film,7,True
oxidation rate,7,True
nucleation mechanism,7,True
nickel based alloy,7,True
natural aging,7,True
nano indentation,7,True
multiwalled carbon nanotube,7,True
mossbauer spectroscopy,7,True
morphological change,7,True
microstructure analysis,7,True
microstructural parameter,7,True
metadynamic recrystallization,7,True
mechanical analysis,7,True
mean grain size,7,True
mean free path,7,True
material constant,7,True
martensite volume fraction,7,True
magnetic nanoparticle,7,True
magnetic measurement,7,True
magnesium matrix,7,True
machine learning,7,True
local mechanical property,7,True
load transfer,7,True
load bearing capacity,7,True
lattice diffusion,7,True
lath martensite,7,True
laser beam welding,7,True
ion beam,7,True
internal friction,7,True
interfacial reaction,7,True
interfacial energy,7,True
hyperbolic sine equation,7,True
hydrogen induced cracking,7,True
high hardness,7,True
high density polyethylene,7,True
heterogeneous microstructure,7,True
heat transfer,7,True
growth rate,7,True
grain rotation,7,True
gold nanoparticle,7,True
fused filament fabrication,7,True
functional material,7,True
freeze drying,7,True
fracture surface observation,7,True
fracture morphology,7,True
fracture mechanic,7,True
fourier transform,7,True
flow softening,7,True
flow curve,7,True
flexural modulus,7,True
fine grain size,7,True
ferroelectric property,7,True
fcc metal,7,True
failure strain,7,True
face centered cubic,7,True
extrusion ratio,7,True
extrusion process,7,True
extrusion direction,7,True
eutectic structure,7,True
elongation to fracture,7,True
elongated grain,7,True
elemental powder,7,True
electronic industry,7,True
electron beam,7,True
electromagnetic stirring,7,True
electrode material,7,True
distilled water,7,True
dislocation mobility,7,True
dislocation annihilation,7,True
dislocation accumulation,7,True
diffusion barrier,7,True
deformed sample,7,True
cyclic hardening,7,True
current density,7,True
cross section,7,True
creep rupture strength,7,True
corrosion potential,7,True
copper substrate,7,True
continuous cooling,7,True
computational modeling,7,True
composite structure,7,True
cold working,7,True
cobalt precipitation method,7,True
coating thickness,7,True
cellulose nanocrystal,7,True
cellular material,7,True
cast alloy,7,True
carbon steel,7,True
carbon concentration,7,True
building direction,7,True
bonding strength,7,True
body fluid,7,True
bioactive glass,7,True
bcc metal,7,True
base metal,7,True
basal pole,7,True
bainitic ferrite,7,True
az91 magnesium alloy,7,True
az91 alloy,7,True
az31b magnesium alloy,7,True
az31 alloy,7,True
austenite stability,7,True
atom probe,7,True
as extruded alloy,7,True
as cast microstructure,7,True
artificial neural network,7,True
antibacterial property,7,True
antibacterial activity,7,True
aluminium nitride,7,True
aluminium alloy microstructure,7,True
alloy design,7,True
aging effect,7,True
advanced high strength steel,7,True
activation volume,7,True
abnormal grain growth,7,True
WCCo,7,True
TiO3,7,True
Ti5Si3,7,True
SrTiO3,7,True
SnO2,7,True
SiO,7,True
PBS,7,True
P2O5,7,True
H2S,7,True
H2O2,7,True
GaAs,7,True
Fe3Al,7,True
FC,7,True
CuCrZr,7,True
CaCO3,7,True
AlNi,7,True
AlLi,7,True
Al3Zr,7,True
Al12Mg17,7,True
xrd analysis,6,True
x ray microtomography,6,True
x ray diffraction measurement,6,True
x ray analysis,6,True
whisker reinforcement,6,True
wetting behavior,6,True
weibull distribution,6,True
vacuum hot pressing,6,True
ultrasonic vibration,6,True
ultrafine grained structure,6,True
tungsten carbide,6,True
transverse direction,6,True
tool rotational speed,6,True
titanium oxide,6,True
tial alloy,6,True
three dimensional atom probe,6,True
thermodynamic modeling,6,True
thermal shock resistance,6,True
thermal insulation,6,True
thermal fatigue,6,True
ternary phase diagram,6,True
tension compression asymmetry,6,True
tensile mechanical property,6,True
tensile fracture,6,True
tensile creep,6,True
tensile behaviour,6,True
temperature evolution,6,True
temperature distribution,6,True
surface property,6,True
surface defect,6,True
surface characteristic,6,True
superplastic property,6,True
subgrain structure,6,True
subgrain size,6,True
structure property relationship,6,True
stress ratio,6,True
stress level,6,True
strain softening,6,True
strain rate range,6,True
strain localization,6,True
strain induced martensitic transformation,6,True
strain gradient,6,True
stir casting,6,True
spin coating,6,True
specific surface area,6,True
space group,6,True
solute content,6,True
solidification processing,6,True
solidification behavior,6,True
solid state diffusion,6,True
solid liquid interface,6,True
solder joint,6,True
softening mechanism,6,True
silicon substrate,6,True
sic nanoparticle,6,True
short range order,6,True
shape memory material,6,True
serrated flow,6,True
selective laser sintering,6,True
selected area electron diffraction,6,True
screw dislocation,6,True
sapphire substrate,6,True
rule of mixture,6,True
rubber particle,6,True
rheological behavior,6,True
resolved shear stress,6,True
reinforcement distribution,6,True
reactive wetting,6,True
reaction product,6,True
reaction layer,6,True
rare earth addition,6,True
rapid cooling,6,True
rapid cooling rate,6,True
raman scattering,6,True
quenching and tempering,6,True
pure metal,6,True
prismatic slip,6,True
prior austenite grain boundary,6,True
precipitate formation,6,True
power dissipation,6,True
potentiodynamic polarization,6,True
portevin le chatelier effect,6,True
polyvinylidene fluoride,6,True
